"ID_C","code","shopid","gdsname","gsuffix","gcategname","gcolor","gsize","gsize_free","brand_eng","brand_kana","price","price_tax","pricedown","pricedown_tax","type","categ","kind","sizedetail","title","info_pc","info_mobile","gitem","gcondition","image1","imgalt1","image2","imgalt2","image3","imgalt3","image4","imgalt4","image5","imgalt5","public_date_bc","public_date_style","public_date_tf","logdate","upd_logdate","sub_logdate","step","acs","pick","packingsizeid","image6","imgalt6","image7","imgalt7","image8","imgalt8","image9","imgalt9","image10","imgalt10","sale_price","sale_pricedown","unisex","model","gcondition_detail"
"95","1017003231118","1017","☆☆ 新光堂 純銅手打ち 鎚目 錫/黒被タンブラー350ml BR-202SB Sランク",\N,\N,\N,\N,\N,"","","5800","0","0","0","1128","113",\N,"","","【商品名】中古 新光堂 純銅手打ち 鎚目 錫/黒被タンブラー350ml BR-202SB Sランク  ◆こちらの商品は「なんでもリサイクル ビッグバン旭川宮前店 」からの出品です。  【メーカー】新光堂 【付属品】外箱 【ランク】Sランク 　　　　　中身の確認の為のみに開封した商品、多少の使用（1～2度程）、または店頭展示のみのほぼ新品に近い中古品 【店舗内商品コード】1017003231118 【使用予定配送業者】佐川急便　飛脚宅配便60サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 未使用品です。 特に気になる事も無く状態は良いかと思います。 サイズ：高さ 約130mm       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","外箱","5","1017003231118-1.jpg","","1017003231118-2.jpg","","1017003231118-3.jpg","","1017003231118-4.jpg","","1017003231118-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:16:16","2021-07-21 06:23:36","1",\N,"","2","1017003231118-6.jpg",\N,"1017003231118-7.jpg","","1017003231118-8.jpg","","","","","","5800","0","0",\N,\N
"96","1017003231064","1017","☆☆ BANDAI バンダイ 超合金魂 超電磁マシーン ボルテスV 超合金40周年記念Ver. GX-31V Aランク",\N,\N,\N,\N,\N,"バンダイ","","32000","0","0","0","999","",\N,"","","【商品名】中古 BANDAI バンダイ 超合金魂 超電磁マシーン ボルテスV 超合金40周年記念Ver. GX-31V Aランク  ◆こちらの商品は「なんでもリサイクル ビッグバン旭川宮前店 」からの出品です。  【メーカー】BANDAI/バンダイ 【付属品】外箱,取扱説明書,付属品完備 【ランク】Aランク 　　　　　少々の使用感はあるが状態の良い中古品 【店舗内商品コード】1017003231064 【使用予定配送業者】佐川急便　飛脚宅配便80サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 気になるダメージも無く、状態は良いかと思います。 外箱にキズ、凹み等あります。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","外箱,取扱説明書,付属品完備","4","1017003231064-1.jpg","","1017003231064-2.jpg","","1017003231064-3.jpg","","1017003231064-4.jpg","","1017003231064-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:00:06","2021-07-21 06:23:36","1",\N,"","2","1017003231064-6.jpg",\N,"1017003231064-7.jpg","","1017003231064-8.jpg","","","","","","32000","0","0",\N,\N
"97","1009102371895","1009","◆◆ LOUIS VUITTON ルイヴィトン SL0965 カルトシエール　モノグラム M51252 Bランク",\N,\N,\N,\N,\N,"ルイヴィトン","","74000","0","0","0","1154","1157",\N,"","","【商品名】中古 LOUIS VUITTON ルイヴィトン SL0965 カルトシエール　モノグラム M51252 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】LOUIS VUITTON/ルイヴィトン 【型番】M51252 【シリアル】SL0*** 【サイズ】W約27cm x H約21cm x D約8cm 【付属品】　無し 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1009102371895 【使用予定配送業者】佐川急便　飛脚宅配便80サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 程度B       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","","3","1009102371895-1.jpg","","1009102371895-2.jpg","","1009102371895-3.jpg","","1009102371895-4.jpg","","1009102371895-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-20 15:03:21","2021-07-21 06:23:36","1",\N,"","2","1009102371895-6.jpg",\N,"1009102371895-7.jpg","","1009102371895-8.jpg","","","","","","74000","0","0",\N,\N
"98","1002100849960","1002","♪♪ HAMANO レディース ハンドバッグ  ブラック Bランク",\N,\N,\N,\N,\N,"","","7804","0","0","0","1154","1156",\N,"","","【商品名】中古 HAMANO レディース ハンドバッグ  ブラック Bランク  ◆こちらの商品は「古着屋王国　帯広南町店 」からの出品です。  【メーカー】HAMANO 【対象】レディース 【カラー】ブラック 【サイズ】W約35cm x H約31cm x D約10cm 【付属品】箱,保存袋 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1002100849960 【使用予定配送業者】佐川急便　飛脚宅配便100サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 薄く汚れやスレが若干見られます。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","箱,保存袋","3","1002100849960-1.jpg","","1002100849960-2.jpg","","1002100849960-3.jpg","","1002100849960-4.jpg","","1002100849960-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-21 10:48:54","2021-07-21 06:23:36","1",\N,"","2","1002100849960-6.jpg",\N,"1002100849960-7.jpg","","1002100849960-8.jpg","","1002100849960-9.jpg","","","","7806","0","0",\N,\N
"100","1009102372663","1009","◆◆ Tecnica テクニカ トレッキングシューズ　TREK SPEED GTX WS 一部地域を除き送料無料 Bランク",\N,\N,\N,\N,\N,"テクニカ","","7800","0","0","0","1102","1110",\N,"","","【商品名】中古 Tecnica テクニカ トレッキングシューズ　TREK SPEED GTX WS 一部地域を除き送料無料 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】Tecnica/テクニカ 【付属品】　なし 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品  【サイズ備考】 UK　4.5 EU 37　1/2 USL　6.5    【店舗内商品コード】1009102372663 【使用予定配送業者】佐川急便　飛脚宅配便80サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 着用感はそれほど感じられませんが、 若干のヨゴレ、スレがございます。 沖縄、離島以外の日本国内は送料無料となっております。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","","3","1009102372663-1.jpg","","1009102372663-2.jpg","","1009102372663-3.jpg","","1009102372663-4.jpg","","1009102372663-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:00:06","2021-07-21 06:23:36","1",\N,"","2","1009102372663-6.jpg",\N,"1009102372663-7.jpg","","1009102372663-8.jpg","","1009102372663-9.jpg","","1009102372663-10.jpg","","7800","0","0",\N,\N
"102","1009102373592","1009","◆◆ 土屋鞄製造所 ショルダーバッグ ブラウン 一部地域を除き送料無料 Bランク",\N,\N,\N,\N,\N,"","","28000","0","0","0","1154","1157",\N,"","","【商品名】中古 土屋鞄製造所 ショルダーバッグ ブラウン 一部地域を除き送料無料 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】土屋鞄製造所 【対象】メンズ 【カラー】ブラウン 【サイズ】W約42.5cm x H約32cm x D約11cm 【外ポケット】 オープンポケット x 2 【内ポケット】 オープンポケット x 2、ファスナーポケット x 1 【付属品】箱 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1009102373592 【使用予定配送業者】佐川急便　飛脚宅配便140サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 バッグの内側に緑色のヨゴレがございます。 全体的にスレ、キズあり。 一部シミあり。 若干の角スレあり。 沖縄、離島以外の日本国内は送料無料となっております。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","箱","3","1009102373592-1.jpg","","1009102373592-2.jpg","","1009102373592-3.jpg","","1009102373592-4.jpg","","1009102373592-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2021-08-26 17:26:20","2021-07-21 06:23:36","1",\N,"","2","1009102373592-6.jpg",\N,"1009102373592-7.jpg","","1009102373592-8.jpg","","1009102373592-9.jpg","","1009102373592-10.jpg","","28000","0","0",\N,\N
"103","1009102373868","1009","◆◆ z.vex ジーベック エフェクター FuzzFactory 一部地域を除き送料無料 Bランク",\N,\N,\N,\N,\N,"ジーベック","","15000","0","0","0","999","",\N,"","","【商品名】中古 z.vex ジーベック エフェクター FuzzFactory 一部地域を除き送料無料 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】z.vex/ジーベック 【型番】FuzzFactory 【付属品】　なし 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1009102373868 【使用予定配送業者】佐川急便　飛脚宅配便60サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 程度B       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","","3","1009102373868-1.jpg","","1009102373868-2.jpg","","1009102373868-3.jpg","","1009102373868-4.jpg","","1009102373868-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-05-06 14:16:14","2021-07-21 06:23:36","1",\N,"","2","",\N,"","","","","","","","","15000","0","0",\N,\N
"104","1009102373875","1009","◆◆ Apple アップル Air Pods Pro　ワイヤレスイヤホン MWP22J/A 一部地域を除き送料無料 Aランク",\N,\N,\N,\N,\N,"アップル","","20000","0","0","0","1113","1117",\N,"","","【商品名】中古 Apple アップル Air Pods Pro　ワイヤレスイヤホン MWP22J/A 一部地域を除き送料無料 Aランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】Apple/アップル 【型番】MWP22J/A 【付属品】付属品完備 【ランク】Aランク 　　　　　少々の使用感はあるが状態の良い中古品 【店舗内商品コード】1009102373875 【使用予定配送業者】佐川急便　飛脚宅配便60サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 若干のスレ、ヨゴレなどがあるかもしれませんが、 使用感はそれほど感じられないお品物です。 沖縄、離島以外の日本国内は送料無料となっております。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","付属品完備","4","1009102373875-1.jpg","","1009102373875-2.jpg","","1009102373875-3.jpg","","1009102373875-4.jpg","","1009102373875-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:06:20","2021-07-21 06:23:36","1",\N,"","2","1009102373875-6.jpg",\N,"1009102373875-7.jpg","","1009102373875-8.jpg","","","","","","20000","0","0",\N,\N
"105","1009102374049","1009","◆◆ MIU MIU 長財布 ゴールド 【送料無料】 Bランク",\N,\N,\N,\N,\N,"","","9300","0","0","0","1001","1002",\N,"","","【商品名】中古 MIU MIU 長財布 ゴールド 【送料無料】 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】MIU MIU 【対象】レディース 【カラー】ゴールド 【サイズ】W約19.5cm x H約10cm x D約3cm 【開閉式】スナップボタン 【札入れ】2箇所 【小銭入れ】1箇所 【カード入れ】12箇所 【内ポケット】 オープンポケット x 1 【付属品】　なし 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1009102374049 【使用予定配送業者】日本郵便　レターパックプラス 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 角スレあり。 〇印にヨゴレあり。 送料無料です。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","","3","1009102374049-1.jpg","","1009102374049-2.jpg","","1009102374049-3.jpg","","1009102374049-4.jpg","","1009102374049-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:00:06","2021-07-21 06:23:36","1",\N,"","2","1009102374049-6.jpg",\N,"1009102374049-7.jpg","","1009102374049-8.jpg","","","","","","9300","0","0",\N,\N
"106","1009102374216","1009","◆◆ DAIWA ダイワ 15フリームス スピニングリール 4000 一部地域を除き送料無料 Bランク",\N,\N,\N,\N,\N,"ダイワ","","8800","0","0","0","109","1098",\N,"","","【商品名】中古 DAIWA ダイワ 15フリームス スピニングリール 4000 一部地域を除き送料無料 Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン札幌手稲店 」からの出品です。  【メーカー】DAIWA/ダイワ 【型番】4000 【付属品】取扱説明書　箱 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品 【店舗内商品コード】1009102374216 【使用予定配送業者】佐川急便　飛脚宅配便60サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 若干のキズ、スレ、ヨゴレがございます。 沖縄、離島以外の日本国内は送料無料となっております。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","取扱説明書","3","1009102374216-1.jpg","","1009102374216-2.jpg","","1009102374216-3.jpg","","1009102374216-4.jpg","","1009102374216-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 10:34:50","2021-07-21 06:23:36","1",\N,"","2","1009102374216-6.jpg",\N,"1009102374216-7.jpg","","1009102374216-8.jpg","","1009102374216-9.jpg","","1009102374216-10.jpg","","8800","0","0",\N,\N
"107","1017003235765","1017","☆☆ ROLLING DUB TRIO ローリングダブトリオ BLACK STONE 26.5 レザー スニーカー メンズ RDT-BS01 ブラック Bランク",\N,\N,\N,\N,\N,"","","40000","0","0","0","1008","1011",\N,"","","【商品名】中古 ROLLING DUB TRIO ローリングダブトリオ BLACK STONE 26.5 レザー スニーカー メンズ RDT-BS01 ブラック Bランク  ◆こちらの商品は「なんでもリサイクル ビッグバン旭川宮前店 」からの出品です。  【メーカー】ROLLING DUB TRIO 【型番】RDT-BS01 【対象】メンズ 【カラー】ブラック 【US靴サイズ】8H 【JP靴サイズ】26.5cm 【付属品】外箱　・靴紐・その他（タグ） 【ランク】Bランク 　　　　　通常使用による傷や汚れが見受けられる中古品  【規格・仕様】 モデル：BLACKSTONE（ブラックストーン） カラー：HORSEBUTT BLACK（ホースバット ブラック） レザー（素材）：オリジナルホースバット ソール：オリジナルコルクラバーソール    【店舗内商品コード】1017003235765 【使用予定配送業者】佐川急便　飛脚宅配便100サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】  【備考/コメント】 本体に多少のスレ、キズ、少々のヨゴレ等、多少の使用感が見られます。 外箱にスレ、キズ等があります。 店頭との併売商品のため、記載に無い細かなキズ、汚れが見受けられるなど多少商品状態が変化する場合がございます。       ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","外箱","3","1017003235765-1.jpg","","1017003235765-2.jpg","","1017003235765-3.jpg","","1017003235765-4.jpg","","1017003235765-5.jpg","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-05-12 17:24:16","2021-07-21 06:23:36","1",\N,"","2","1017003235765-6.jpg",\N,"1017003235765-7.jpg","","","","","","","","40000","0","0",\N,\N
"108","1015010832656","1015","●● 谷沢製作所 タニザワ ST#573A-N Sランク",\N,\N,\N,\N,\N,"","","10000","0","0","0","999","",\N,"","","【商品名】中古 谷沢製作所 タニザワ ST#573A-N Sランク  ◆こちらの商品は「なんでもリサイクル ビッグバン伊達店 」からの出品です。  【メーカー】谷沢製作所 【型番】ST#573A-N 【付属品】付属品完備 【ランク】Sランク 　　　　　中身の確認の為のみに開封した商品、多少の使用（1～2度程）、または店頭展示のみのほぼ新品に近い中古品 【店舗内商品コード】1015010832656 【使用予定配送業者】佐川急便　飛脚宅配便80サイズ 【こちらの商品は店頭や他ネットショップでも販売を行なっております】   ■状態等は画像をご確認・ご参照下さい。 　こちらの商品はお客様から買取させていただいた商品であり、人の手を経た商品です。  ■弊社（株式会社オカモトＲＭＣ）を装った偽装サイトにご注意ください■ 弊社（株式会社オカモトＲＭＣ）の商品画像や文章を無断盗用した『偽装サイト』を確認しておりますが、 当店とは一切関係がございませんのでご注意ください。  表示中のWEBページのURLをご確認ください。（弊社からの出品は下記サイトのみとなります。） ■楽天市場　・https://www.rakuten.co.jp/　・https://item.rakuten.co.jp/●●● ■ヤフオク！　　■デジマート　■amazon  【偽装サイトの特徴】 ・オンラインストアのURLが上記以外のもの。 ・弊社の販売価格より、安価で販売されている。 ・銀行振込先名義が個人や外国人名である。 ・事業者の住所の記載はあるが、場所を調べてみるとおかしい。 （弊社は北海道帯広市に所在しており、北海道内の各店舗より商品発送致します。）","","付属品完備","5","1015010832656-1.jpg","","1015010832656-2.jpg","","1015010832656-3.jpg","","","","","",\N,\N,"2021-07-21 06:23:36","2021-07-21 06:23:36","2022-04-25 18:06:20","2021-07-21 06:23:36","1",\N,"","2","",\N,"","","","","","","","","10000","0","0",\N,\N
